controle;ano;MES;titulo;titulo_do;total_rbft;lei;conteudo;DP;cisp;hora_com;hora_fato;bairro_fato;municipio_fato;AISP;RISP;local;sexo;idade;cor;escolaridade;profissao;relacao;bairro_vit;municipio_vit;data_fato;data_com;data_nasc
89624571-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;074a. Alcantara;14:21:21;20:00;Guaxindiba;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;19;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;2/07/2018;2/07/2018;23/04/1999
89633481-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;167a. Parati;167a. Parati;09:06:49;03:00;Corumbe;Paraty;AISP 33;RISP 05;Via pública;masculino;39;preta;Ignorado;Ignorado;Ignorado;Sertao do taquari;Parati;12/02/2018;12/02/2018;7/02/1979
89638351-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;136a. Santo Antonio de Pádua;136a. Santo Antonio de Pádua;12:27:31;18:40;Mirante;Santo Antônio de Pádua;AISP 36;RISP 06;Via pública;masculino;17;ignorado;Ignorado;Outros;Nenhuma;Mirante;Santo antonio de padua;5/01/2018;5/01/2018;24/03/2000
89673462-2018;2018;julho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;17:37:07;00:00;Bela vista;Belford Roxo;AISP 39;RISP 03;Residência;masculino;75;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;11/07/2018;11/07/2018;6/01/1943
89713031-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;060a. Campos Elíseos;11:07:58;21:00;Jardim eliseos;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino;22;parda;1º Grau incompleto;Desempregado(a);Ignorado;Morro da copol;Duque de caxias;24/02/2018;25/02/2018;17/12/1995
89733742-2018;2018;janeiro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;093a. Volta Redonda;093a. Volta Redonda;21:29:34;17:00;sem informação;Volta Redonda;AISP 28;RISP 05;Ignorado;masculino;55;preta;Ignorado;Autônomo(a);Ignorado;sem informação;Volta redonda;1/01/2018;24/01/2018;5/01/1962
89746301-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;20:49:38;16:00;Sapinhatura ii;Angra dos Reis;AISP 33;RISP 05;Via pública;masculino;34;parda;Ignorado;Ignorado;Ignorado;Sapinhatuba iii;Angra dos reis;5/10/2018;5/10/2018;22/01/1984
89799951-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;134a. Campos;134a. Campos;01:19:55;20:10;Parque leopoldina;Campos dos Goytacazes;AISP 08;RISP 06;Hospital, clinica e similares;masculino;17;branca;1º Grau incompleto;Desempregado(a);Nenhuma;Poq. sao mateus;sem informação;22/02/2018;23/02/2018;20/04/2000
89801041-2018;2018;junho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;148a. Italva;148a. Italva;13:34:28;07:00;Sao caetano;Italva;AISP 29;RISP 06;Residência;masculino;87;branca;Ignorado;Ignorado;Ignorado;Sao caetano;Italva;4/06/2018;4/06/2018;23/09/1930
89837891-2018;2018;maio;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;075a. Rio do Ouro;02:54:14;23:20;< bairro nao cadastrado >;São Gonçalo;AISP 07;RISP 04;Via pública;masculino; ;branca;Sem informação;sem informação;Nenhuma;sem informação;sem informação;25/05/2018;26/05/2018; 
89838781-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;075a. Rio do Ouro;07:09:33;20:45;Jockey;São Gonçalo;AISP 07;RISP 04;Via pública;masculino;34;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;15/05/2018;15/05/2018;12/11/1983
89841801-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;093a. Volta Redonda;093a. Volta Redonda;13:14:48;17:00;sem informação;Volta Redonda;AISP 28;RISP 05;Via pública;masculino;27;parda;2º Grau incompleto;Estudante;Ignorado;Sao geraldo;Volta redonda;23/05/2018;23/05/2018;23/01/1991
89885941-2018;2018;março;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;057a. Nilópolis;02:28:12;01:00;sem informação;Nilópolis;AISP 20;RISP 03;Ignorado;feminino;28;preta;1º Grau incompleto;Do lar;Ignorado;< bairro nao cadastrado >;Mesquita;26/03/2018;26/03/2018;7/09/1989
89913231-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;044a. Inhaúma;11:09:15;18:30;Tomas coelho;Rio de Janeiro;AISP 03;RISP 01;Via pública;masculino;24;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;17/03/2018;17/03/2018;16/09/1993
89913231-2018;2018;março;Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo - Tentativa;Outros;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;044a. Inhaúma;11:09:15;18:30;Tomas coelho;Rio de Janeiro;AISP 03;RISP 01;Via pública;feminino;12;parda;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;17/03/2018;17/03/2018;23/04/2005
89913231-2018;2018;março;Roubo Seguido de Morte Provocado por Projétil de Arma de Fogo - Tentativa;Outros;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;044a. Inhaúma;11:09:15;18:30;Tomas coelho;Rio de Janeiro;AISP 03;RISP 01;Via pública;masculino; ;branca;Sem informação;Policial militar;Nenhuma;sem informação;sem informação;17/03/2018;17/03/2018; 
89963511-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;019a. Tijuca;18:46:18;13:30;Tijuca;Rio de Janeiro;AISP 06;RISP 01;Via pública;masculino;23;parda;Ignorado;Estudante;Ignorado;Mangueira/sao cristovao;Rio de janeiro;17/02/2018;17/02/2018;5/12/1994
89963511-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;019a. Tijuca;18:46:18;13:30;Tijuca;Rio de Janeiro;AISP 06;RISP 01;Via pública;masculino;17;preta;1º Grau incompleto;Estudante;Ignorado;Tijuca;Rio de janeiro;17/02/2018;17/02/2018;3/03/2000
89970351-2018;2018;junho;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;050a. Itaguaí;23:53:13;14:00;Ilha da madeira;Itaguaí;AISP 24;RISP 03;Outros;masculino; ;ignorado;Sem informação;sem informação;Ignorado;sem informação;sem informação;7/06/2018;7/06/2018; 
89978911-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;19:02:54;14:15;Parque boa vista;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;19;parda;Ignorado;Outros;Ignorado;Parque eldorado;Campos dos goytacazes;6/05/2018;6/05/2018;3/11/1998
90012811-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;034a. Bangu;11:24:29;01:45;Bangu;Rio de Janeiro;AISP 14;RISP 02;Via pública;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;27/04/2018;27/04/2018; 
90031951-2018;2018;junho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;165a. Mangaratiba;165a. Mangaratiba;09:30:18;17:00;Itacurussa;Mangaratiba;AISP 33;RISP 05;Praia;ignorado; ;ignorado;Sem informação;sem informação;Nenhuma;sem informação;sem informação;4/06/2018;4/06/2018; 
90032151-2018;2018;novembro;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;056a. Comendador Soares;11:16:06;23:00;Comendador soares;Nova Iguaçu;AISP 20;RISP 03;Residência;masculino;49;branca;1º Grau incompleto;Desocupado(a);Ignorado;Bairro morro agudo;Nova iguacu;16/11/2018;17/11/2018;25/08/1969
90049162-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;066a. Piabetá;01:01:44;18:30;Parque dos artistas ii;Magé;AISP 34;RISP 03;Via pública;masculino;22;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;16/05/2018;16/05/2018;29/06/1995
90058981-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;030a. Marechal Hermes;18:28:14;03:00;Deodoro;Rio de Janeiro;AISP 09;RISP 02;Via pública;masculino; ;branca;Sem informação;sem informação;Ignorado;sem informação;sem informação;22/07/2018;22/07/2018; 
90058981-2018;2018;julho;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;030a. Marechal Hermes;18:28:14;03:00;Deodoro;Rio de Janeiro;AISP 09;RISP 02;Via pública;masculino;31;parda;1º Grau incompleto;Entregador;Ignorado;sem informação;sem informação;22/07/2018;22/07/2018;30/05/1987
90113181-2018;2018;janeiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;090a. Barra Mansa;090a. Barra Mansa;10:21:13;20:30;Vila ursulino;Barra Mansa;AISP 28;RISP 05;Via pública;masculino;29;parda;1º Grau incompleto;Servente;Ignorado;Vila ursulino;sem informação;24/01/2018;24/01/2018;23/09/1988
90147791-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;01:50:38;19:40;Japuiba;Angra dos Reis;AISP 33;RISP 05;Hospital, clinica e similares;masculino;28;branca;Ignorado;Ignorado;Ignorado;Parque belem;Angra dos reis;26/08/2018;26/08/2018;15/05/1990
90184451-2018;2018;março;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;100a. Porto Real;100a. Porto Real;21:26:46;18:00;Jardim das acacias;Porto Real;AISP 37;RISP 05;Residência;feminino;3;preta;Não alfabetizado(a);sem informação;Nenhuma;Jardim das acacias;Porto real;30/03/2018;31/03/2018;16/11/2014
90218141-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;159a. Cachoeira de Macacú;159a. Cachoeira de Macacú;03:11:11;22:00;Parque ribeira;Cachoeiras de Macacu;AISP 35;RISP 04;Via pública;masculino;19;preta;1º Grau incompleto;Caseiro(a);Ignorado;Japuiba;Cachoeiras de macacu;19/04/2018;19/04/2018;23/03/1999
90231661-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;088a. Barra do Piraí;088a. Barra do Piraí;01:38:49;20:30;Recanto feliz;Barra do Piraí;AISP 10;RISP 05;Via pública;masculino; ;branca;Ignorado;Ignorado;Ignorado;sem informação;sem informação;19/03/2018;19/03/2018; 
90273521-2018;2018;maio;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;033a. Realengo;08:46:20;02:30;Deodoro;Rio de Janeiro;AISP 14;RISP 02;Residência;masculino;32;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;9/05/2018;9/05/2018;7/12/1985
90274151-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;058a. Posse;16:39:46;00:00;Geniciano;Nova Iguaçu;AISP 20;RISP 03;Via pública;masculino;19;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;21/09/2018;21/09/2018;26/03/1999
90288051-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;125a. São Pedro da Aldeia;125a. São Pedro da Aldeia;07:38:45;21:00;Estacao;São Pedro da Aldeia;AISP 25;RISP 04;Via pública;masculino;30;parda;Ignorado;Ignorado;Ignorado;Centro;Sao pedro da aldeia;19/08/2018;19/08/2018;23/10/1987
90288051-2018;2018;agosto;Homicídio Provocado por Projétil de Arma de Fogo - Tentativa;Tentativa de homicídio;não se aplica;Não;vítimas;125a. São Pedro da Aldeia;125a. São Pedro da Aldeia;07:38:45;21:00;Estacao;São Pedro da Aldeia;AISP 25;RISP 04;Estabelecimento comercial;masculino; ;branca;Sem informação;sem informação;Nenhuma;sem informação;Sao pedro da aldeia;19/08/2018;19/08/2018; 
90288541-2018;2018;março;Homicídio Provocado por Emprego de Arma Branca;Homicídio doloso;não se aplica;Não;vítimas;123a. Macaé;123a. Macaé;08:26:41;09:30;Loteamento bosqe azul;Macaé;AISP 32;RISP 06;Residência;masculino; ;branca;Ignorado;Ignorado;Ignorado;Loteamento bosque azul;Macae;15/03/2018;15/03/2018; 
90300271-2018;2018;agosto;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;128a. Rio das Ostras;121a. Casimiro de Abreu;13:19:19;14:20;Zona rural;Casimiro de Abreu;AISP 32;RISP 06;Residência;masculino; ;ignorado;Ignorado;Ignorado;Avô(a);sem informação;sem informação;26/08/2018;26/08/2018; 
90300271-2018;2018;agosto;Destruição, Subtração ou Ocultação de Cadáver;Outros;não se aplica;Não;vítimas;128a. Rio das Ostras;121a. Casimiro de Abreu;13:19:19;14:20;Zona rural;Casimiro de Abreu;AISP 32;RISP 06;Outros;masculino; ;ignorado;Ignorado;Ignorado;Neto(a);sem informação;sem informação;26/08/2018;26/08/2018; 
90342881-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;062a. Imbariê;14:35:06;07:00;Jardim imbarie;Duque de Caxias;AISP 15;RISP 03;Via pública;masculino; ;preta;Sem informação;sem informação;Ignorado;sem informação;sem informação;30/11/2018;30/11/2018; 
90382781-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;035a. Campo Grande;11:15:24;22:00;Inhoaiba;Rio de Janeiro;AISP 40;RISP 02;Via pública;masculino;18;parda;1º Grau incompleto;Estudante;Ignorado;sem informação;Rio de janeiro;23/09/2018;23/09/2018;24/08/2000
90427721-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;166a. Angra dos Reis;166a. Angra dos Reis;22:00:53;10:45;Monsuaba;Angra dos Reis;AISP 33;RISP 05;Via pública;masculino; ;branca;Sem informação;sem informação;Ignorado;sem informação;sem informação;14/09/2018;14/09/2018; 
90456611-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;123a. Macaé;123a. Macaé;05:43:45;01:00;Parque aeroporto;Macaé;AISP 32;RISP 06;Via pública;masculino;38;ignorado;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;15/02/2018;15/02/2018;28/08/1979
90466071-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;071a. Itaboraí;15:55:45;09:30;Areal;Itaboraí;AISP 35;RISP 04;Via pública;masculino;23;preta;Ignorado;Ignorado;Nenhuma;sem informação;sem informação;17/03/2018;17/03/2018;16/09/1994
90476191-2018;2018;setembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;054a. Belford Roxo;11:13:04;00:10;Areia branca;Belford Roxo;AISP 39;RISP 03;Via pública;masculino;20;parda;Ignorado;Ignorado;Ignorado;sem informação;sem informação;3/09/2018;3/09/2018;25/07/1998
90524831-2018;2018;abril;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;123a. Macaé;123a. Macaé;12:16:02;22:00;Parque aeroporto;Macaé;AISP 32;RISP 06;Via pública;masculino;26;branca;Ignorado;Ignorado;Ignorado;sem informação;sem informação;17/04/2018;17/04/2018;29/01/1992
90567911-2018;2018;março;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;028a. Campinho;18:54:50;10:00;Praca seca;Rio de Janeiro;AISP 18;RISP 02;Via pública;masculino; ;ignorado;Ignorado;Ignorado;Ignorado;sem informação;sem informação;22/03/2018;22/03/2018; 
90571961-2018;2018;outubro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios de Niterói e São Gonçalo;079a. Jurujuba;21:59:14;08:10;Maceio - parque da cidade;Niterói;AISP 12;RISP 04;Via pública;masculino;30;branca;Ignorado;Ignorado;Ignorado;sem informação;sem informação;2/10/2018;2/10/2018;28/04/1988
90572621-2018;2018;novembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;059a. Duque de Caxias;22:49:54;21:00;Parque lafaiete;Duque de Caxias;AISP 15;RISP 03;Hospital, clinica e similares;masculino;38;preta;Ignorado;Ignorado;Ignorado;sem informação;sem informação;4/11/2018;4/11/2018;17/07/1980
90577942-2018;2018;março;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;067a. Guapimirim;17:25:34;04:00;Centro;Guapimirim;AISP 34;RISP 03;Linha férrea;masculino;21;preta;Ignorado;Ignorado;Ignorado;sem informação;Guapimirim;24/03/2018;24/03/2018;24/02/1997
90644631-2018;2018;fevereiro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;146a. Guarus;146a. Guarus;22:53:14;20:00;Custodopolis;Campos dos Goytacazes;AISP 08;RISP 06;Via pública;masculino;17;parda;1º Grau incompleto;Não possui;Ignorado;Sta rosa;sem informação;7/02/2018;7/02/2018;26/04/2000
90668711-2018;2018;dezembro;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Baixada Fluminense;064a. Vilar dos Teles;01:07:30;22:00;Centro;São João de Meriti;AISP 21;RISP 03;Hospital, clinica e similares;masculino; ;parda;Sem informação;sem informação;Ignorado;sem informação;sem informação;28/12/2018;28/12/2018; 
90729231-2018;2018;abril;Homicídio (outros);Homicídio doloso;não se aplica;Não;vítimas;Delegacia de Homicídios da Capital;016a. Barra da Tijuca;14:37:59;08:30;Barra da tijuca;Rio de Janeiro;AISP 31;RISP 02;Posto de gasolina;masculino; ;parda;Sem informação;sem informação;Nenhuma;sem informação;sem informação;24/04/2018;24/04/2018; 
90732271-2018;2018;maio;Homicídio Provocado por Projétil de Arma de Fogo;Homicídio doloso;não se aplica;Não;vítimas;058a. Posse;058a. Posse;07:42:27;15:25;Km 32;Nova Iguaçu;AISP 20;RISP 03;Hospital, clinica e similares;masculino; ;branca;Sem informação;sem informação;Nenhuma;sem informação;sem informação;22/05/2018;23/05/2018; 
